station_name,station_code,state,railway_zone_code,latitude,longitude,is_junction,route_count,station_count_in_state
ATARIA,AA,Uttar Pradesh,NER,27.172457,80.861033,False,0,1205.0
AMBIKA BHAWANI HALT,AABH,Bihar,,25.751433665,84.9690033484,False,0,711.0
Amb Andora,AADR,Himachal Pradesh,,31.670727,76.110391,True,2,55.0
ANGAR,AAG,Maharashtra,,17.954256,75.599875,True,2,754.0
ITEHAR,AAH,Madhya Pradesh,NCR,26.562635,78.683783,False,0,614.0
ANKAI KILA,AAK,Maharashtra,,20.1831804301,74.4368553961,False,0,754.0
AMLAI,AAL,Madhya Pradesh,,23.173469,81.593507,True,19,614.0
Angadippuram,AAM,Kerala,SR,10.979489,76.20734300000001,True,2,183.0
AMBIAPUR,AAP,Uttar Pradesh,,26.515364,79.826878,False,0,1205.0
ADESAR,AAR,Gujarat,WR,23.5529783995,70.9720505023,False,0,633.0
ASRANADA,AAS,Rajasthan,,26.397374,73.30532500000001,True,4,645.0
Ambav,AAV,Gujarat,WR,,,False,0,633.0
ARALVAYMOZHI,AAY,Tamil Nadu,SR,8.2494513612,77.5292646945,True,6,557.0
AMBUR,AB,Tamil Nadu,,12.782934,78.721266,True,25,557.0
ABADA,ABB,West Bengal,,22.547877,88.19939199999999,False,0,713.0
AMBLI ROAD,ABD,Gujarat,,23.05437,72.494044,True,4,633.0
Ambikeshwar,ABE,Madhya Pradesh,NCR,26.368567,77.963828,False,0,614.0
Pattaravakkam,ABEO,Tamil Nadu,SR,13.114499981582952,80.16618146561086,False,0,557.0
AMBARI FALAKATA,ABFC,West Bengal,,26.641553,88.510593,True,2,713.0
ARBAGATTA HALT,ABGT,Karnataka,SWR,13.907468,76.13497100000001,False,0,416.0
AMBARNATH,ABH,Maharashtra,,19.210382000000003,73.184756,True,6,754.0
AMBATURAI,ABI,Tamil Nadu,,10.272226,77.924468,True,2,557.0
AMBIKA KALNA,ABKA,West Bengal,ER,23.211377,88.353984,True,15,713.0
AMBIKAPUR,ABKP,Chhattisgarh,SECR,23.137032,83.14510899999999,True,6,162.0
AMBALE,ABLE,Maharashtra,CR,18.398719,74.171511,False,1,754.0
ASTHAL BOHAR,ABO,Haryana,NR,28.857765,76.629155,False,0,201.0
AKBARPUR,ABP,Uttar Pradesh,,26.429818,82.539073,True,39,1205.0
ABU ROAD,ABR,Rajasthan,NWR,24.470775,72.775695,True,93,645.0
ABOHAR,ABS,Punjab,NR,30.1393834225,74.19568617739999,True,17,297.0
Ambassa,ABSA,Tripura,NFR,23.930507,91.860783,False,0,17.0
AMBATTUR,ABU,Tamil Nadu,,13.1143059808,80.1525249074,False,0,557.0
Abutara Halt,ABW,West Bengal,NFR,26.0707762,89.5868746,False,0,713.0
AMBARI,ABX,Maharashtra,SCR,19.6893606972,78.2166847791,False,0,754.0
AMBIVLI,ABY,Maharashtra,,19.267587,73.17171,False,0,754.0
Adgaon Buzurg,ABZ,Maharashtra,SCR,21.123876,76.955924,True,4,754.0
A-CABIN BONDAMUNDA,ACAB,Odisha,,22.23969,84.945577,False,0,235.0
ACHEGAON,ACG,Maharashtra,,20.976217,75.934247,False,0,754.0
Achalganj,ACH,Uttar Pradesh,NR,26.444642,80.54541499999999,False,0,1205.0
ACHARAPAKKAM,ACK,Tamil Nadu,,12.406776,79.821722,False,0,557.0
ANCHELI,ACL,Gujarat,WR,20.845167,72.944978,True,5,633.0
AZIMGANJ CITY,ACLE,West Bengal,ER,24.237941,88.25887100000001,True,2,713.0
ADHICHCHANUR,ACN,Tamil Nadu,,12.05415,79.182478,False,0,557.0
ACHARYA NARENDRA DEV NAGAR,ACND,Uttar Pradesh,,26.774576,82.156997,True,13,1205.0
ACHUARA HALT,ACU,Bihar,,25.45273,85.661087,False,0,711.0
ADONI,AD,Andhra Pradesh,,15.617035,77.27485,True,54,574.0
ADILABAD,ADB,Andhra Pradesh,SCR,19.680104,78.535285,True,10,574.0
ADAS ROAD,ADD,Gujarat,,22.486628078200003,73.0346944543,True,4,633.0
ADARI ROAD,ADE,Gujarat,WR,20.986794999999997,70.330818,False,0,633.0
ADINA,ADF,West Bengal,,25.114396999999997,88.12318,True,2,713.0
ANDHERI,ADH,Maharashtra,WR,19.1174289,72.84685300000001,True,26,754.0
ADIHALLI,ADHL,Karnataka,SWR,13.2834201678,76.3472840454,False,0,416.0
AHMEDABAD JN,ADI,Gujarat,,23.025515,72.601516,True,255,633.0
AHMEDABAD JN,ADIJ,Gujarat,,23.025715,72.60171600000001,False,1,633.0
ANDUL,ADL,West Bengal,,22.575169,88.239643,True,4,713.0
Adhikari,ADQ,Eastern Region,,26.57689211,88.16988226000001,True,2,2.0
Mandi Adampur,ADR,Haryana,NWR,29.283136,75.468851,True,2,201.0
ADRA JN,ADRA,West Bengal,SER,23.495992,86.67466499999999,True,44,713.0
ADRA EAST CABIN,ADRE,West Bengal,,23.492772,86.69287100000001,False,0,713.0
ADSR,ADSR,Bihar,,24.909345,84.19221399999999,False,0,711.0
ADI SAPTAGRAM,ADST,West Bengal,,22.95447,88.378872,False,1,713.0
ADUTURAI,ADT,Tamil Nadu,SR,11.009165,79.478668,True,6,557.0
ADHARTAL,ADTL,Madhya Pradesh,WCR,23.227389,79.972274,True,4,614.0
ADITYAPUR,ADTP,Jharkhand,,22.782212,86.158954,True,10,270.0
ADAVALI,ADVI,Maharashtra,KR,16.921753,73.592514,True,6,754.0
ADAPUR,ADX,Central Region,,26.924721,84.941759,False,0,7.0
Amreli,AE,Gujarat,WR,21.607831,71.228012,False,0,633.0
AULENDA,AED,Uttar Pradesh,NCR,27.029152,77.612583,True,2,1205.0
ANANT PAITH,AEH,Madhya Pradesh,,25.955389501299997,78.2761320917,False,0,614.0
ARNEJ,AEJ,Gujarat,WR,22.582088,72.268322,False,0,633.0
Anekal Road,AEK,Karnataka,SWR,12.723885,77.71072699999999,False,0,416.0
Ateli,AEL,Haryana,NWR,28.100118,76.25310499999999,True,2,201.0
Amreli Para,AEP,Gujarat,WR,21.6079811042,71.2281676154,False,0,633.0
Adderi,AEX,Karnataka,,14.141045,75.157978,False,0,416.0
AGRA FORT,AF,Uttar Pradesh,,27.183308,78.0191,True,52,1205.0
ANGAMALI,AFK,Kerala,,10.183676,76.37786,True,44,183.0
ASAFPUR,AFR,Uttar Pradesh,NR,28.405553,78.905957,True,4,1205.0
Aranghata,AG,West Bengal,ER,23.242037,88.613551,False,0,713.0
AGRA CITY,AGA,Uttar Pradesh,,27.1945731,78.0157752,True,8,1205.0
AGRADWIP,AGAE,West Bengal,ER,23.58096,88.22611699999999,False,0,713.0
AMBAGAON,AGB,Chhattisgarh,ECoR,19.062527,82.239507,True,2,162.0
AGRA CANTT,AGC,Uttar Pradesh,,27.157992,77.990153,True,154,1205.0
Angadi,AGCI,Gujarat,WR,22.806751,73.282558,False,0,633.0
AGASOD,AGD,Madhya Pradesh,,24.234023,78.216912,True,3,614.0
AGRAN DHULGAON,AGDL,Maharashtra,CR,16.966118,74.924993,False,0,754.0
Angai,AGE,Rajasthan,NCR,26.606593,77.46692,False,0,645.0
AMGURI,AGI,Assam,NFR,26.812601,94.524011,True,10,278.0
AMARGOL,AGL,Karnataka,SWR,15.4117921224,75.09820837459999,True,2,416.0
AGARAM SIBBANDI,AGM,Tamil Nadu,,12.414388,79.11334699999999,False,0,557.0
Agomoni,AGMN,Assam,,26.225947,89.786242,True,2,278.0
AMGAON,AGN,Maharashtra,,21.3612928554,80.3746491022,True,14,754.0
AGARPARA,AGP,West Bengal,,22.682505000000003,88.384761,False,0,713.0
ASIRGARH ROAD,AGQ,Madhya Pradesh,CR,21.378418,76.268065,False,0,614.0
AMARGARH,AGR,Madhya Pradesh,,23.080689,74.747038,True,4,614.0
AGTHORI,AGT,Assam,,26.20089324,91.686006,False,0,278.0
Agartala,AGTL,Tripura,NFR,23.792417,91.278481,False,0,17.0
Agauthar Halt,AGTR,Bihar,,26.0081455466,84.8437572205,False,0,711.0
ANGUA,AGV,Odisha,,21.892581999999997,87.26992299999999,False,0,235.0
AGORI KHAS,AGY,Uttar Pradesh,NCR,24.59896,83.056105,True,5,1205.0
AMAGURA,AGZ,Chhattisgarh,ECoR,19.068103,82.147342,True,2,162.0
ACHHNERA JN,AH,Uttar Pradesh,,27.1817602284,77.7578389026,True,33,1205.0
ABHAIPUR,AHA,Bihar,,25.2159864584,86.32307245909999,True,53,711.0
AHERWADI,AHD,Karnataka,SWR,17.504915,75.99559,True,2,416.0
AHMADGARH,AHH,Punjab,NR,30.683642000000003,75.829518,True,9,297.0
ASHTI,AHI,Maharashtra,CR,17.8447367757,75.4030697949,False,0,754.0
AHJU,AHJU,Himachal Pradesh,NR,32.02843,76.690156,False,0,55.0
AJHARAIL,AHL,West Bengal,,25.781637999999997,87.848322,False,0,713.0
AHALYAPUR,AHLR,Uttar Pradesh,,26.468381,83.824844,True,2,1205.0
AHIMANPUR,AHM,Uttar Pradesh,NER,25.252404,82.511544,False,0,1205.0
ADARSH MANPUR,AHMP,Bihar,,25.1344757598,85.91106267820001,False,0,711.0
AHIRAN,AHN,West Bengal,ER,24.517687,88.04112500000001,True,2,713.0
ADARSHNAGAR,AHO,Rajasthan,NWR,26.4115799308,74.653432493,False,0,645.0
AHERA HALT,AHQ,Uttar Pradesh,NR,28.926421,77.27862400000001,False,0,1205.0
Ahirauli,AHU,Uttar Pradesh,NER,27.30686,83.03422499999999,False,0,1205.0
ADHINPUR,AHZ,Uttar Pradesh,,26.418478,81.726848,False,0,1205.0
ADIPUR,AI,Gujarat,WR,23.077052700000003,70.0786586,True,12,633.0
AJARAKA,AIA,Rajasthan,NWR,27.959391,76.56420899999999,True,2,645.0
ALGAWAN,AIG,Uttar Pradesh,,27.700598000000003,79.963236,True,2,1205.0
ALAWALPUR I PUR,AIH,Uttar Pradesh,NR,29.0477960432,77.27163889890001,False,0,1205.0
AJMER JN,AII,Rajasthan,NWR,26.456612,74.63746400000001,True,125,645.0
AILAM,AILM,Uttar Pradesh,NR,29.2719947091,77.2915349414,False,0,1205.0
ATTIPPATTU,AIP,Tamil Nadu,,13.2611631708,80.2889459058,False,0,557.0
ATTIPPATTU PUDU NAGAR,AIPP,Tamil Nadu,,13.249326,80.299606,False,0,557.0
ALINDRA ROAD,AIR,Gujarat,,22.440575,73.239854,False,0,633.0
AIT,AIT,Uttar Pradesh,,25.903719,79.230436,True,11,1205.0
AJGAIN,AJ,Uttar Pradesh,,26.61721,80.62098800000001,False,1,1205.0
ANJAR,AJE,Gujarat,WR,23.1194723,70.0366109,True,10,633.0
AJHAI,AJH,Uttar Pradesh,,27.63615,77.55842299999999,False,0,1205.0
ANJHI SHAHABAD,AJI,Uttar Pradesh,,27.643994,79.973314,True,15,1205.0
AJIT,AJIT,Rajasthan,NWR,25.86007697,72.67795462,False,0,645.0
ARAKKONAM,AJJ,Tamil Nadu,,13.081512,79.667991,True,110,557.0
ARAKKONAM JN NORTH,AJJN,Tamil Nadu,,13.086445,79.64842900000001,False,0,557.0
AJAKOLLU,AJK,Telangana,,16.3467833327,77.8736361627,False,1,150.0
AJITKHERI,AJKI,Madhya Pradesh,WR,23.040004,76.045323,False,0,614.0
Ajitwal,AJL,Punjab,NR,30.807611,75.33981800000001,False,0,297.0
AZIMGANJ JN CABIN,AJLE,West Bengal,,24.23827,88.257363,False,0,713.0
Adraj Moti,AJM,Gujarat,WR,23.258801,72.565608,False,0,633.0
Ajnod,AJN,Madhya Pradesh,WR,22.931326,75.738947,True,2,614.0
AJNI,AJNI,Maharashtra,,21.1268588122,79.0825197485,True,17,754.0
AJJAMPUR,AJP,Karnataka,SWR,13.7283327,76.0097415,True,3,416.0
AJAIBPUR,AJR,Uttar Pradesh,,28.4728347205,77.59373730349999,False,0,1205.0
AUJARI,AJRE,Assam,NFR,26.1446457224,92.266800144,True,2,278.0
AJITGILL MATTA,AJTM,Punjab,NR,30.483469,74.863795,False,0,297.0
Arjuni,AJU,Maharashtra,SECR,20.8165878335,80.022581618,True,2,754.0
ABJUGANJ,AJUG,Bihar,,25.242369,86.775451,False,0,711.0
AKOLA JN,AK,Maharashtra,,20.723084,77.005497,True,113,754.0
AKKAMPET,AKAT,Andhra Pradesh,,13.6491060718,80.0188634064,False,0,574.0
AKODIA,AKD,Madhya Pradesh,,23.378255,76.599245,True,19,614.0
AKANAPET,AKE,Andhra Pradesh,SCR,18.110863,78.39630899999999,True,8,574.0
ADARKI,AKI,Maharashtra,CR,17.918333,74.189651,False,0,754.0
AKBARGANJ,AKJ,Uttar Pradesh,,26.531456,81.501628,True,6,1205.0
Akkihebbalu,AKK,Karnataka,SWR,12.62489,76.37759799999999,False,0,416.0
Anakhol,AKL,Gujarat,WR,23.2764584,72.4100828,False,0,633.0
ARAMBAKKAM,AKM,Tamil Nadu,,13.532686,80.074371,False,0,557.0
AKBARNAGAR,AKN,Bihar,,25.2348807669,86.8345333624,True,18,711.0
ADHYATMIK NAGAR,AKNR,Uttar Pradesh,,28.679874,77.49972700000001,False,0,1205.0
AKALKOT ROAD,AKOR,Maharashtra,,17.450243,76.13768900000001,True,6,754.0
Akot,AKOT,Maharashtra,SCR,21.095661,77.047217,True,4,754.0
ANAKAPALLE,AKP,Andhra Pradesh,,17.695503,83.00885099999999,True,67,574.0
AKOLNER,AKR,Maharashtra,,18.985409,74.66906999999999,True,6,754.0
Akra,AKRA,West Bengal,ER,22.514668,88.249021,False,0,713.0
AKURDI,AKRD,Maharashtra,,18.64812,73.76424399999999,True,3,754.0
ANKUSPUR,AKS,Uttar Pradesh,NER,25.5713190547,83.4940121521,False,0,1205.0
AKALTARA,AKT,Chhattisgarh,,22.029121,82.422049,True,25,162.0
ANGALAKUDURU,AKU,Andhra Pradesh,SCR,16.245325,80.609091,True,2,574.0
ANKLESHWAR JN,AKV,Gujarat,,21.623889,73.000633,True,73,633.0
AKIVIDU,AKVD,Andhra Pradesh,SCR,16.582653999999998,81.36905499999999,True,25,574.0
Akora,AKW,Uttar Pradesh,NCR,25.613687,80.139995,False,0,1205.0
AKKURTI,AKY,Andhra Pradesh,,13.7828960127,79.6686416895,False,0,574.0
Akashi,AKZ,Jharkhand,SER,23.3851244008,84.8877858557,False,0,270.0
ATTILI,AL,Andhra Pradesh,SCR,16.680149999999998,81.61636,True,14,574.0
ALAI,ALAI,Rajasthan,,27.337097,73.58576799999999,True,2,645.0
ALAL,ALAL,Punjab,,30.378176,75.72420699999999,False,0,297.0
ALIA BADA,ALB,Gujarat,WR,22.44677,70.210367,True,6,633.0
ALLAHABAD JN,ALD,Uttar Pradesh,,25.446241,81.828816,True,197,1205.0
ALER,ALER,Telangana,,17.6459553,79.04834140000001,True,18,150.0
Algapur,ALGP,Assam,?,24.754753,92.595918,False,0,278.0
ALAI,ALJ,Uttarakhand,NER,29.143806,78.932709,False,1,46.0
ALIGARH JN,ALJN,Uttar Pradesh,,27.889584,78.074559,True,73,1205.0
ALAKKUDI,ALK,Tamil Nadu,SR,10.77766297,79.0537095,False,0,557.0
ALAL,ALL,Punjab,NR,30.377725,75.72074952000001,False,0,297.0
ALLEPPEY,ALLP,Kerala,,9.483759,76.32247600000001,True,49,183.0
ALAMANDA,ALM,Andhra Pradesh,,18.012510000000002,83.271604,True,4,574.0
ALAMPUR,ALMR,Gujarat,WR,21.944013,71.699156,True,6,633.0
ALMAW,ALMW,Uttar Pradesh,NER,25.259915,82.489941,False,0,1205.0
ALANDI,ALN,Maharashtra,CR,18.451229,74.09309499999999,False,1,754.0
ALNIYA,ALNI,Rajasthan,,25.0316757156,75.90874587280001,False,1,645.0
Akelahanspur Halt,ALNP,Uttar Pradesh,NER,28.34054,80.31557099999999,False,0,1205.0
ALAPAKAM,ALP,Tamil Nadu,SR,11.6178033436,79.7272273724,False,0,557.0
ALAMPUR ROAD,ALPR,Telangana,,15.895657,78.047012,False,1,150.0
Amlori Sarsar,ALS,Bihar,NER,26.2947140024,84.3455775659,False,0,711.0
ARIYALUR,ALU,Tamil Nadu,,11.150035,79.06831799999999,True,27,557.0
Alur Halt,ALUR,Karnataka,SWR,12.98251226,75.99049337,False,0,416.0
Anklav,ALV,Gujarat,WR,22.392856,72.999264,False,0,633.0
ALWAL,ALW,Andhra Pradesh,SCR,17.505779,78.515006,True,2,574.0
ALLAHABAD CITY,ALY,Uttar Pradesh,NER,25.44241,81.829736,True,25,1205.0
ATAMANDA,AMA,Uttar Pradesh,NER,28.58606,79.468143,False,0,1205.0
AMBODALA,AMB,Odisha,,19.8363234649,83.45635247989999,True,20,235.0
Ambika Rohina,AMBR,Maharashtra,SCR,18.442254377900003,76.9437206531,True,2,754.0
Amritapura,AMC,Karnataka,SWR,14.1395487324,76.24556342560001,True,2,416.0
Amdi Halt,AMDI,Maharashtra,SECR,21.352410000000003,79.31875600000001,False,0,754.0
AMETHI,AME,Uttar Pradesh,,26.153024,81.806276,True,47,1205.0
ALAMNAGAR,AMG,Uttar Pradesh,,26.84708,80.86031200000001,True,14,1205.0
AMJONGA,AMGA,Assam,,25.9816211386,90.8529670435,False,0,278.0
AZAMGARH,AMH,Uttar Pradesh,,26.038607,83.160614,True,26,1205.0
Amravati,AMI,Maharashtra,CR,20.9300829,77.7577863,True,11,754.0
AMIN,AMIN,Haryana,,29.904968,76.900028,False,0,201.0
Amin Gaon,AMJ,Assam,NFR,,,False,0,278.0
AMALSAD,AML,Gujarat,WR,20.811373000000003,72.956092,True,13,633.0
AMLA JN,AMLA,Madhya Pradesh,,21.919717,78.123187,True,44,614.0
AMLI,AMLI,Rajasthan,,25.828156,76.286156,True,4,645.0
AMLO,AMLO,Jharkhand,ECR,23.768893,85.98023400000001,False,0,270.0
Amalpur,AMLP,Gujarat,WR,22.161144,73.508313,False,0,633.0
AMALA NAGAR,AMLR,Kerala,SR,10.561834,76.171838,False,0,183.0
AMLX,AMLX,,,,,False,0,
Atirampattinam,AMM,Tamil Nadu,SR,10.332285228976446,79.38580758869648,False,0,557.0
Ammanur,AMNR,Tamil Nadu,SR,,,False,0,557.0
Amolwa,AMO,Bihar,ECR,27.211161,84.478487,False,0,711.0
Amod,AMOD,Gujarat,WR,21.990791167399735,72.86546467803419,False,0,633.0
AHMADPUR JN,AMP,West Bengal,,23.8325090573,87.6928410938,True,23,713.0
AMBALAPUZHA,AMPA,Kerala,SR,9.386059,76.363817,True,20,183.0
AMMAPALLI HALT,AMPL,Bihar,,25.2724414889,87.4585745682,False,0,711.0
AMARPURA RATHAN,AMPR,Rajasthan,NWR,29.483399,74.078953,True,2,645.0
AMMUGUDA,AMQ,Andhra Pradesh,SCR,17.487039,78.527215,True,2,574.0
ANAJ MANDI,AMRI,Haryana,,28.187505,76.605319,False,0,201.0
AMROHA,AMRO,Uttar Pradesh,,28.892688,78.474329,True,42,1205.0
AMAUSI,AMS,Uttar Pradesh,,26.77443,80.841544,False,1,1205.0
AMMASANDRA,AMSA,Karnataka,SWR,13.264571,76.71148570000001,True,6,416.0
AMMAPET,AMT,Tamil Nadu,SR,10.779506,79.31573800000001,False,0,557.0
LUCKNOW ALAMBAGH,AMV,Uttar Pradesh,,26.794514000000003,80.87313999999999,False,0,1205.0
AMARAVILA HALT,AMVA,Kerala,SR,8.397108999999999,77.10036199999999,False,0,183.0
AMAN VADI,AMW,Maharashtra,SCR,20.300507,77.065281,False,0,754.0
Amlakhurd,AMX,Madhya Pradesh,SCR,21.510235,76.65068500000001,True,4,614.0
AKATHUMURI,AMY,Kerala,,8.70031,76.758792,True,2,183.0
AMALNER,AN,Maharashtra,,21.049009,75.057314,True,40,754.0
ASLANA,ANA,Madhya Pradesh,,23.860522,79.319493,True,3,614.0
AUNTA HALT,ANAH,Bihar,,25.3804334414,85.94936398009999,False,0,711.0
ANAS,ANAS,Gujarat,,22.866009,74.421513,True,4,633.0
AMMANABROLU,ANB,Andhra Pradesh,,15.596402,80.148353,True,8,574.0
Annechakanahali,ANC,Karnataka,SWR,12.7379,76.282814,False,0,416.0
ANCHURI,ANCR,West Bengal,SER,23.283904,86.993174,False,0,713.0
ANDAMPALIAM,AND,Tamil Nadu,SR,12.08842638,79.16898527,False,0,557.0
ADARSH NAGAR DELHI,ANDI,NCT,,28.714205,77.16670699999999,True,5,18.0
Anand Nagar,ANDN,Uttar Pradesh,NER,27.103714,83.270698,True,4,1205.0
ANANTARAJUPET,ANE,Andhra Pradesh,,13.999592,79.30246799999999,True,2,574.0
Anandapuram,ANF,Karnataka,SWR,14.073324,75.209164,True,6,416.0
AHMADNAGAR,ANG,Maharashtra,,19.0755194777,74.721882467,True,58,754.0
ANGUL,ANGL,Odisha,,20.859445,85.099994,True,43,235.0
Aungari Dham,ANGM,Bihar,,25.1913324416,85.2261571069,False,0,711.0
ANGADGERI HALT,ANGR,Karnataka,SWR,16.451873659999997,75.84589116000001,False,0,416.0
ANKORAH AKORHA,ANH,Bihar,,24.761166999999997,84.169539,True,10,711.0
Ajanti,ANI,Madhya Pradesh,WR,21.893954,76.285956,True,4,614.0
Anjangaon,ANJ,Maharashtra,CR,21.163199753077336,77.31896504759789,False,0,754.0
ANGARPATHRA HALT,ANJE,Jharkhand,,23.793062,86.319368,False,0,270.0
ANKAI,ANK,Maharashtra,,20.1510279143,74.4697560736,True,8,754.0
Anakhi,ANKI,Gujarat,WR,,,False,0,633.0
ANKOLA,ANKL,Karnataka,KR,14.645347,74.332936,True,10,416.0
ANAIMALAI ROAD,ANM,Tamil Nadu,,10.624894,76.935071,False,0,557.0
ARANG MAHANADI,ANMD,Chhattisgarh,,21.189614,81.955513,True,2,162.0
ANAND JN,ANND,Gujarat,,22.561307,72.965733,True,169,633.0
ANNANUR,ANNR,Tamil Nadu,,13.116018,80.126743,False,0,557.0
ANJANI,ANO,Maharashtra,KR,17.620604999999998,73.399308,True,4,754.0
ANANDTANDAVPUR,ANP,Tamil Nadu,SR,11.143966349,79.6576745148,False,0,557.0
ANUPALEM,ANPM,Andhra Pradesh,,16.469897,79.962595,False,0,574.0
Anpara,ANPR,Uttar Pradesh,ECR,24.217386,82.766166,True,3,1205.0
AMNAPUR,ANQ,Maharashtra,,17.049464999999998,74.459554,False,0,754.0
ANARA,ANR,West Bengal,SER,23.481082,86.559763,True,17,713.0
ANANDPUR SAHIB,ANSB,Punjab,,31.2305136,76.50060350000001,True,10,297.0
Anantnag,ANT,Jammu and Kashmir,NR,33.738534244499846,75.10713108815253,True,2,16.0
ANTU,ANTU,Uttar Pradesh,,26.055162063100003,81.8977879919,True,13,1205.0
ANANGUR,ANU,Tamil Nadu,,11.39694,77.820053,False,0,557.0
ANNAVARAM,ANV,Andhra Pradesh,,17.269633,82.41967700000001,True,49,574.0
ANAND VIHAR,ANVR,Uttar Pradesh,,28.6486144,77.3140236,True,79,1205.0
ANAND VIHAR TRM,ANVT,Uttar Pradesh,,28.6505035654,77.31521255,True,53,1205.0
Anawal,ANW,Gujarat,WR,,,False,0,633.0
Arumuganeri,ANY,Tamil Nadu,SR,8.579144,78.091842,True,2,557.0
AONLA,AO,Uttar Pradesh,NR,28.296051,79.16915,True,20,1205.0
ARAON,AON,Uttar Pradesh,NCR,27.114343,78.692248,False,0,1205.0
Amoni,AONI,Assam,NFR,26.448121,92.919609,True,2,278.0
ARGORA,AOR,Jharkhand,,23.347039,85.314358,False,0,270.0
ASHOKAPURAM,AP,Karnataka,SWR,12.273762,76.635315,True,2,416.0
AMARPURA,APA,Rajasthan,NWR,26.110973,74.249302,True,2,645.0
ANUPPAMBATTU,APB,Tamil Nadu,,13.304293,80.23076900000001,False,0,557.0
ALIPURDUAR COLLEGE,APCH,West Bengal,,26.5016791611,89.5274862292,False,0,713.0
Alipur Duar,APD,West Bengal,NFR,26.479307,89.520667,True,2,713.0
Alipur Duar Court,APDC,West Bengal,NFR,26.499255,89.526808,False,0,713.0
ALIPUR DUAR JN,APDJ,West Bengal,NFR,26.523279,89.534048,True,28,713.0
ANDANAPPETTAI,APE,Tamil Nadu,SR,10.758823,79.84409600000001,False,0,557.0
ANUPGANJ,APG,Uttar Pradesh,,26.757292,81.126093,False,0,1205.0
ANUPGARH,APH,Rajasthan,NWR,29.1968977,73.2045643,False,0,645.0
Akkaraippatti,API,Tamil Nadu,,10.3998079865,77.92262799379999,True,2,557.0
Amarpur Jorasi,APJ,Rajasthan,NWR,28.02178,76.07610899999999,False,0,645.0
Aruppukkottai,APK,Tamil Nadu,,9.524631681,78.10189147,True,2,557.0
APPIKATLA,APL,Andhra Pradesh,,15.970371,80.514466,True,2,574.0
AYODHYAPATTANAM,APN,Tamil Nadu,,11.671392,78.233642,True,2,557.0
Ambapendarpur Halt,APP,Bihar,,25.2669627882,85.5297094055,False,0,711.0
ADITPARA,APQ,Gujarat,,21.67359117,69.6779178894,False,0,633.0
ANUPPUR JN,APR,Madhya Pradesh,,23.117312,81.695967,True,59,614.0
Ashapurna Devi,APRD,West Bengal,,21.727401,87.638201,False,0,713.0
Alehpur Halt,APRH,Bihar,,26.2094647257,84.78898557980001,False,0,711.0
ANAPARTI,APT,Andhra Pradesh,,16.935817,81.953181,True,24,574.0
APTA,APTA,Maharashtra,CR,18.863471,73.152629,True,4,754.0
Anipur,APU,Assam,NFR,24.545736,92.434527,False,0,278.0
ASHAPURA GOMAT,AQG,Rajasthan,NWR,26.950232,71.892665,True,11,645.0
AQX,AQX,,,,,False,0,
ARA,ARA,Bihar,,25.548889,84.66259600000001,True,80,711.0
ARAG,ARAG,Maharashtra,CR,16.823628,74.79116400000001,True,2,754.0
ARUNACHAL,ARCL,Assam,NFR,24.855593,92.742995,False,0,278.0
AMARDA ROAD,ARD,Odisha,,21.734258,87.102374,True,2,235.0
ARNETHA,ARE,Rajasthan,,25.3897784806,76.01867416990001,True,2,645.0
ANGAR GHAT,ARG,Bihar,,25.795385,85.907174,False,0,711.0
ARIGADA,ARGD,Jharkhand,ECR,23.643461,85.466475,False,1,270.0
ARGUL,ARGL,Odisha,,20.12442672,85.67088007,False,0,235.0
ARALAGUPPE,ARGP,Karnataka,SWR,13.253132,76.615439,False,0,416.0
AMHERA,ARH,Uttar Pradesh,NR,29.26223824,78.28580221,False,0,1205.0
ANTRI,ARI,Madhya Pradesh,,26.0352337224,78.2266994458,False,0,614.0
AUNRIHAR JN,ARJ,Uttar Pradesh,NER,25.54466,83.18727200000001,True,39,1205.0
Arakku,ARK,Andhra Pradesh,ECoR,18.333991,82.86256,True,2,574.0
Arkha,ARKA,Uttar Pradesh,NR,25.867316,81.331277,False,0,1205.0
AROUL,ARL,Uttar Pradesh,,26.920662,80.01863300000001,False,0,1205.0
ARAND,ARN,Chhattisgarh,,21.102097,82.183013,True,2,162.0
ARNIA,ARNA,Rajasthan,,27.0101287751,76.5171796234,True,2,645.0
Arunnagar,ARNG,Maharashtra,,20.7084913199,79.9789721362,False,0,754.0
Arjunahalli,ARNH,Karnataka,SWR,12.512857,76.391729,False,0,416.0
AROOR HALT,AROR,Kerala,,9.8791031,76.30283299999999,False,0,183.0
Atrampur,ARP,Uttar Pradesh,NR,25.572021,81.745663,False,0,1205.0
AREPALLI HALT,ARPL,Telangana,,16.270533999999998,77.862369,False,1,150.0
ARARIYA COURT,ARQ,Bihar,,26.114921,87.446912,True,4,711.0
ARARIYA,ARR,Bihar,,26.1371182668,87.41199809689999,False,0,711.0
ARASUR,ARS,Tamil Nadu,SR,11.270467,79.72470399999999,False,0,557.0
Arasalu,ARU,Karnataka,SWR,13.999308999999998,75.314466,False,0,416.0
ARNI ROAD,ARV,Tamil Nadu,SR,12.630801,79.209033,True,8,557.0
Arvi,ARVI,Maharashtra,CR,20.9928709,78.223256,False,0,754.0
AHRAURA ROAD,ARW,Uttar Pradesh,,25.1965007241,83.0188834607,True,3,1205.0
Areli,ARX,Uttar Pradesh,NER,28.0190183,79.885622,False,0,1205.0
